name,mz,rt,Size_3_3,Size_3_1,Size_3_2,Size_5_1,Size_1_2,Size_4_2,Size_2_2,Size_2_3,Size_6_2,Size_1_3,Size_4_1,Size_2_1,Size_1_1,Size_6_1,Size_5_2
M79T458_1_NEG,79.02613349828187,457.6741943359375,11583833.556915823,37999730.882159315,47579862.982725814,40991331.97862874,9605698.993033003,15255537.756926449,89066877.72318767,95627619.75473845,112859070.27540573,13714953.099659907,11431204.263809303,123164692.33558889,15783468.75647048,30617412.654078018,46278573.12801289
M80T154_NEG,80.01917932910808,153.89208984375,4424986.518722565,4817922.700156932,5108724.108038855,2771844.567741031,7153315.400739479,5877155.8938427325,5512123.262044113,4597427.6096891165,4991392.277455427,4747050.26550928,4159333.649762483,6449336.679837177,4758064.092741393,3860066.7209560047,3389367.6032378427
M81T66_NEG,80.96357833884937,66.35514831542969,3080377.517838695,3642302.874093937,2461005.849458283,4717757.692960556,2081346.8249649093,2854277.3364887494,5572606.935443023,2860220.155739813,6210277.552222209,1122063.255903753,4391500.305509017,2875693.384486237,1348068.2720341065,3891638.311127786,6239456.923078062
M81T157_NEG,80.97326595025281,156.80938720703125,19242789.177639697,20318136.975191478,13131679.112014567,26618934.180053983,16832373.288859136,24206369.482068427,20758674.589918524,19631698.384165473,11547940.658098476,17763535.035521816,14794255.279027862,18598171.03559428,14447912.60309717,16100572.271357395,25057258.473636925
M82T324_NEG,82.02824088687046,324.2745361328125,957869.6258987741,1566376.2100017876,1028489.093441218,1044194.450121124,833105.7957372116,1273638.6898045803,1475773.662923576,1352296.597453804,4196262.119767053,627340.1485312252,687447.0024649648,1772179.0433025332,752085.3089643124,1333441.3783610584,1269002.1185268767
M83T66_NEG,82.95253978744113,66.13314056396484,11744882.802257596,18598377.293597758,13274570.74385936,10308215.233847586,9401614.71190347,20504651.34255618,4306978.601252889,4123295.400092884,11586822.301784951,6622648.057754762,2540602.1642024536,6968685.303155152,6472958.502553895,1211314.397615142,15830837.65380654
M83T158_NEG,82.97031452425117,158.09579467773438,8071445.435505336,9258081.897090895,8571547.38740107,7028224.837479079,6952091.639997005,9709501.649012309,5881712.894548579,8898023.672908742,13459971.342904687,6240691.56832204,4415190.873292325,7882472.714524676,4771982.897637234,5761996.282328505,6367370.530161484
M85T65_NEG,84.94960951199822,65.423187255859375,2636996.628449228,4685136.797276409,3031371.5287266695,2056805.94741657,1943762.862008009,4791810.517202235,2071341.549247538,1830801.7848314191,3894722.703672084,1539779.7598545763,3437363.372022363,1280360.0137734797,1200675.4571574794,3024229.4551294516,3476127.7925082208
M85T263_NEG,85.02788496423543,262.7078857421875,21086715.701344583,17111932.243720487,35313641.81616326,22272056.0388323,23662524.099631928,20509929.26726677,17985648.11535952,19677338.905701604,97558660.9814446,14784146.553489376,24446540.450278252,36428183.17158787,23358175.21014263,34455038.458562076,34480370.828459606
M88T91_NEG,88.0024526684775,91.19724655151367,137128869.7218417,133715985.78925444,130533804.74491079,97167364.56084025,70239201.23013133,95038988.96345994,103534242.79081476,89908408.46823762,101778620.93197565,71498104.72826944,107790493.56021701,62380516.27867951,120496768.21208522,119322413.22202753,70092610.89823826
M92T478_2_NEG,92.03231994672376,477.85003662109375,1388403.8621984804,4848407.5718543865,5285510.9996118685,6029671.210931817,1680662.5497036627,1305965.8672621842,9435838.703871448,9363085.254301213,9383427.559334934,1927384.524852557,1198693.410699895,9988202.66620587,2452381.4298951733,4616133.564198098,8163476.6179341255
M93T1073_NEG,93.00789558962697,1073.2637939453125,65037554.327187166,81558494.11534347,83336885.4147384,32548286.735657733,26089115.2230501,25074042.645524316,33035724.197148327,65675234.748380564,78317893.35697828,56324128.38293004,58361601.47622416,71885198.52713838,84523838.78449109,29157111.239008363,87967775.09391277
M93T432_NEG,93.0442625150014,431.93980407714844,19951525.762540687,6280590.346741956,15441306.661249174,15683859.921007546,18387246.24644155,25598993.888552662,8901815.660940006,996576.815725941,14223766.745038792,25757623.653939918,9738206.54081686,4389384.992353936,9278420.8578643,1426411.5016666984,14450102.14568606
M94T91_NEG,94.00312547505237,91.3586196899414,45870281.2185732,40164833.979888804,32080924.259983506,24790210.384097353,33306760.7694508,24168986.208304282,76685227.66419469,43430370.98572337,35792767.669799335,30688164.376345497,33279174.543278642,46175192.02711268,32388795.535045147,24063961.06559871,27186751.39967012
M95T966_NEG,94.9790300090618,965.5570373535156,73378711.9694119,222315019.96465924,68335964.08833712,191757759.1328627,220350092.25379857,228442298.67361268,308300675.6228612,211016362.34455606,324828741.80268747,130804966.52763689,203070374.01963222,158700082.6840581,234450848.23517048,282197513.6990905,370439785.4772314
M95T129_NEG,94.97924011320787,128.68453979492188,93489529.92785725,93183696.67649813,81497101.152135,115456873.68609475,92551927.16397305,77422185.42301184,83106292.37468013,55417371.25387519,105505204.3245189,67538375.60901138,48880396.869605094,77581232.22861926,35102105.59736406,59931154.96692741,140146096.1505129
M95T264_NEG,95.01229325399612,263.500244140625,7968055.769347115,11890314.559381125,12430615.864477085,6339654.429940689,7370217.926948189,4887267.214349498,3350100.23307093,4075150.5752757946,20183022.663027547,6533391.51143344,6731824.047744013,9143427.522803603,5985340.482008073,9367900.602986984,6142323.873409861
M97T435_1_NEG,96.95854897023844,434.7219543457031,273849174.7326707,1142960816.0509253,664632508.9085242,795176744.1747283,266793898.17815566,844881069.1539168,688680567.7903792,311328427.9660774,538580575.3434538,547284696.7143927,350474466.49584365,396435468.83842313,415504786.17749906,658389455.5996327,877873771.5460547
M97T186_NEG,97.00279029639104,185.74195861816406,4545903.1678593485,25553223.67502265,9591961.815426107,15634769.706607038,4013813.7780748606,1165706.7820547863,15054729.913306698,670191.7547846414,23150043.350637574,6437725.288017379,4661921.054592845,7701152.694738265,2035120.2305168398,2479791.078289096,18780250.73131318
M97T477_1_NEG,97.03277917603803,476.9404602050781,4496430.762136646,14672979.360701302,15458518.861733913,19392091.75360606,4033055.9436994893,6268679.865472446,26570249.811875932,28088883.25671696,29625623.423305694,5561009.337491015,4393414.083078226,29944203.493458483,7175194.958627988,13715565.455301272,21143356.236547217
M99T217_NEG,99.0072162549647,217.2866973876953,23925908.584022935,35561642.686821856,20708777.50889641,19524276.329877637,22907454.580722768,20356463.38967544,17257110.983142983,19256765.29475403,15556296.711537998,20953371.452743795,13339225.88215067,11032029.401215797,13046273.573282095,11692967.42574864,12907229.980554823
M100T399_3_NEG,100.0388138011536,398.6317138671875,8009783399.561309,10292696105.52747,5597302151.801281,20098482476.519875,6884773762.486343,7845143943.916883,11521874721.759157,4750581347.264918,13314321165.788061,5057669931.3860035,7556516456.112851,10107931216.750273,5559897378.499691,18241396725.390987,25695551060.253662
M101T264_NEG,101.0229074783871,264.47802734375,186369246.21673194,158997016.40648085,210901225.3241871,151342132.99661627,168394561.77250397,161573121.50732064,104973486.88656387,148865263.14154312,641446489.2834251,120792125.31769335,190151990.4463588,196398494.1151755,179284075.11979687,222727714.95657635,190145070.81700158
M102T199_NEG,102.02623213427572,199.30037689208984,3376068.8384093503,7145939.4149619695,4706749.921145376,7876321.094830008,5148984.357813378,4283037.845395307,7639899.411358055,3352525.4531790554,9597936.668183174,5699320.069695025,6959692.886994668,9889615.351083534,6208413.542513623,4438740.114358628,8706285.162740657
M102T399_NEG,102.04305608622087,398.6600341796875,24055496.17244858,37873896.71015478,17394619.375874795,54212230.79739023,23365092.668249097,21020769.357136294,35079088.60024624,15128535.890838273,44588777.839654945,13800395.266896674,23326397.355537485,31386564.228754405,16440024.468525242,65624010.94664925,89047244.72793019
M102T452_NEG,102.05448309414913,452.01564025878906,6813721.552723076,22922978.290703908,8994041.840440366,11774852.414528795,7607665.074107624,4904709.3722407995,15968726.32144788,4239161.171695458,22632557.77138196,10551980.391361317,5415429.482798824,13239144.687108222,4459799.448290856,8683923.392610969,13282938.198528694
M102T433_NEG,102.05447506971328,433.1049499511719,13404165.844342923,16661423.176326064,13591731.071993962,24664048.744188167,12119400.938977243,6429084.652737642,19284977.460873317,9868290.9588185,17452892.027861327,13990570.072593825,12015717.56389869,10580944.389049744,11442674.765030546,14444892.729302948,25729260.81876285
M103T399_NEG,103.00218385093739,398.6383056640625,5696706.989896068,4786228.110942162,3258949.28297063,10657179.724196732,6460322.344804042,8929735.22712056,13626361.574706495,3439249.631746485,12499706.31263691,3236660.969435839,4890948.969988514,9532890.281012988,3295049.350538606,9685810.063032802,13966679.139159732
M103T140_NEG,103.0021724353684,139.58538818359375,67713707.34761684,68127083.39405617,60511032.64947361,96908856.65139665,63910431.563831076,57131119.62302208,52379204.835137084,47433497.70967344,62459077.97539184,56050283.82663519,61305708.81758016,88290250.0053162,39926132.08224209,59288373.52703378,125067266.21322186
M104T424_NEG,104.03377725373882,423.9489440917969,127250164.87885179,450389302.64013517,69992492.9227252,68922756.71477567,58349532.14575618,23104389.619389176,155897386.09085596,22393322.863792226,89606494.55454323,51748752.24072754,59630730.744447894,52999176.99281646,29555744.150448237,27447533.19949429,75653327.31955409
M107T96_NEG,106.97938028701543,95.95381546020508,5390426.7261631545,17438652.534428567,6434036.918419453,19558960.77191153,4901239.430865784,7717702.974029524,10397439.199776568,14382277.152910385,13765688.65137741,3853514.3961186875,6291370.681260899,11004520.794801941,3376666.0214909366,7032528.567105799,29404620.244342316
M107T422_NEG,107.02359911048671,421.56996154785156,451641.6549131786,3225805.3628505436,883869.8637895487,2528945.2452782784,1069068.1753611746,1637478.291506375,1842143.1067721094,1624162.228910723,2562726.7476048707,1229674.4535443408,1355651.0252634576,643710.196243144,1321376.135337819,1481105.3924845106,2340650.5361367934
M109T156_NEG,108.90049394097109,156.09603881835938,63871244.46971738,91115115.0237406,59773549.99461891,45237089.10011991,32376444.169299006,39790892.966943294,54844825.437112115,40730815.77172211,61290271.415738806,36456621.87500307,24510272.850246463,33538552.777093913,25533600.20684774,25910051.94888567,35247811.8467928
M110T950_NEG,109.99812053225452,949.80548095703125,23699299.660147924,22478740.149028726,32416797.605857458,19629945.40930702,13404430.541455619,14351204.384891544,10007304.71298654,18597378.52381878,18704545.2225462,14595522.981101451,24757699.23257848,10904683.912394255,19037951.260860488,25793784.16426552,17390651.598748464
M111T72_NEG,110.97426788388694,71.952239990234375,8171244.981640224,8376784.17912644,30519100.98405766,18357262.252465,10776894.383508217,30941214.034646496,16980320.590055387,19110035.44028696,8610410.407648865,29481781.044925228,19645664.759523742,7864450.315728659,17663357.955873303,12966501.49845318,22595204.4328651
M111T937_NEG,111.00725671939304,936.9327087402344,84753812.39364928,83976875.54629575,70169074.45674548,108511442.99929042,86880159.95355117,63519850.27515988,40116472.69555631,60942597.943571806,61798866.87247104,75635205.65744005,67466841.2257199,64878092.68214299,59525127.42576772,75497891.05614994,87676202.46718048
M111T100_NEG,111.018537440457,100.31204223632812,9761629.751691796,13728484.246716855,10892435.892786257,8436726.561102701,6742994.804976753,8385071.406173269,7326622.2702180315,7951108.478248013,9306131.48856066,8587221.34600275,12708807.360126426,6996167.408894436,3368719.668594047,8938728.415976992,5931702.762947249
M113T65_NEG,112.98415373517582,65.38837051391602,90666727.2642132,137690718.7218156,93441389.97638707,264094353.73306167,88597571.11134838,168132558.05965692,279453492.7101591,40346561.15817638,37991227.50299658,88280880.10285185,40904132.17084482,78479411.45799756,68943456.57102528,45725574.981850065,350245187.57306266
M113T96_NEG,112.99782983938306,96.20621871948242,83284430.88467929,83642691.11070728,88084234.26591122,58940934.33784988,74938066.82358703,69531582.78960544,77765495.74106723,75320002.32672745,58748347.25797942,81481842.59787688,85463781.4350784,80197583.98316999,80968184.32951725,62717192.55448296,57993656.426473394
M114T186_NEG,114.02943834211766,185.66661071777344,8293320.249056017,50424345.35339307,16373055.540789159,30333809.180405192,6723782.790525338,1650967.6547322636,28956678.49222296,23604564.000396602,45436384.67696195,10807145.61662174,7978757.943712263,14449909.315099688,2346338.7343990826,3759614.6886351877,36906311.10728945
M115T448_NEG,115.00220222801897,447.6451416015625,620249084.9256622,259934997.2104641,643085965.8105086,531428514.9101921,834619996.4298577,465641539.3602893,808015135.336003,886548758.560384,999559266.8621339,1260693176.515876,1268044560.1998572,968161466.83479,1397972103.7053974,733382542.8894528,786293074.2609117
M115T95_NEG,115.07501102816805,95.17238235473633,7662939.293297197,5443941.365768967,8450737.026797831,17220307.13061459,8051771.719294576,6453567.972033216,8455575.629782127,5649794.012121318,5582986.755454475,7705212.115584353,5525630.838666481,8079265.159960679,4615491.304153793,4601388.006759712,24253056.107019592
M116T371_NEG,116.0702672186187,371.2368898925781,142059471.8522773,172833856.35686406,120789061.25580247,127674297.9683903,138960519.7749899,56677150.09958472,210279353.972872,55388099.582065225,223357959.19503433,179923391.04223067,268670181.3722042,91271759.48481968,130479438.02630384,97012382.1589102,164505587.3846427
M117T417_NEG,117.01785618070764,417.37253198242183,248543123.12914976,157438587.89800867,320991625.21474695,164596835.53223056,170757574.3329548,146854657.41596752,177576279.57933992,88125645.14269824,181804507.99110192,133252923.66980384,185711007.35096854,243558531.06575796,81971100.70982683,162991266.99083695,284031447.96507704
M117T353_NEG,117.01786210655602,353.1589050292969,24127633.175331756,20737136.055187266,15542237.044712832,29677560.991471354,22578340.42853737,9048976.940411722,30614082.790182356,26557035.420767706,29059127.098443724,14202512.679966984,16803784.349432137,28236186.922099102,18962429.151230767,27555711.041417893,41214587.137059055
M119T199_NEG,119.0335480486732,199.37252807617188,75270385.67157976,83467315.11996794,85197567.50380519,115362974.72118017,64846637.49795572,67473165.24662295,113743933.79779339,55287582.32074192,140021579.08728504,76584277.56773885,104422398.16903976,136240079.703136,92571700.65734194,74481154.54079199,149970293.47612846
M119T263_NEG,119.03355271038087,263.160400390625,74579563.52138679,56151752.83377863,113932740.74899119,67103149.49006363,62132553.6492301,53964370.15541847,45682250.581086285,58852779.08426397,304232037.6028436,48172785.822873674,76268226.60616204,98627342.95016247,67797192.29937977,102937170.43633223,86656771.80104722
M121T956_NEG,121.00296794154296,955.757568359375,244276093.24426115,251255471.6093189,261234987.76492035,272310874.7282054,251680763.21001503,207552997.351038,239664800.62447768,212330401.17846996,215297975.1766054,177981470.1035123,247168903.43014666,242912403.40423498,245665611.00973096,203496974.33962852,269096008.3761425
M121T1074_NEG,121.00297631912856,1074.1256103515625,263203945.77885985,302497219.4924687,352233635.4406726,153534655.72537157,251789227.63333932,206005480.76812786,181399030.75820673,186935593.29116505,404512003.04194593,237125465.09084743,257494422.11554596,375451447.3259316,309758033.5708606,275288943.0669555,296972954.26793486
M122T64_NEG,121.99818893375081,63.75860786437988,48845063.11689897,44989963.97587286,43704687.13843662,40254174.42563257,44648885.50816746,28105308.047667667,48412832.370058335,31235607.815312058,42776634.41948252,50463765.78070354,50396426.47688004,48091180.6119443,62479756.56960499,46317149.33063389,46164180.53531808
M124T92_2_NEG,124.00267986133875,91.93218612670898,4218263.378295076,3197365.7014380414,2241021.16277844,2366303.4859063574,2317638.3816354326,3099931.568265656,3453643.3117474155,3430177.8503598357,4174620.170268114,4218752.009038709,3663916.472729268,3102696.2039252915,5503085.313512042,4482078.576080998,3519301.595261942
M126T324_NEG,126.01833979776663,324.32826232910156,5487871.059735689,11342031.29991221,5888842.428195246,6616966.254940285,4284087.320075111,5387201.094909752,3771143.3489525383,4864072.4798435215,27763351.26099325,5359747.090633956,6666973.855446305,8490886.982488494,5021563.271974459,9383291.9595447,8418412.793292044
M127T65_NEG,126.96908721256929,64.54344940185547,43234664.57635253,34081463.3894636,28913248.305279285,21065643.710378643,36606414.02747627,32097816.513548233,34036569.105694495,24266180.57956616,30145833.87702002,22954696.065710053,31872905.678585127,32897160.281189747,21315403.201328825,27576876.04378473,31652114.783171754
M127T423_NEG,127.04994913217558,422.9686279296875,43326929.892168246,195746158.66882065,38186156.69905762,17783959.177662987,52630449.42220686,9725192.26568174,79605056.62045778,3053622.409517588,80090339.39631867,56847141.783759944,62790736.51426632,26401048.99559296,25714599.147303782,7563395.355843855,18679127.21250465
M128T362_NEG,128.03396437259252,362.2325744628906,379262669.3484068,1799317437.3041584,469088956.25149924,199737737.82083502,379969730.5790399,331470851.9418396,888967379.9857999,161407569.3548328,1143456547.9906702,370670684.32957506,301708669.20085865,525553812.9732849,280298725.63734525,164920047.96281958,250333317.3973463
M129T362_NEG,129.03733469637092,362.31695556640625,8691175.694828812,81159778.8496842,13743691.851947237,19076152.381879013,8274778.410177241,4590220.122663222,44507061.185950354,11583282.90120676,60236024.26394881,12978709.43914661,30702816.54888322,16277447.48543329,14773378.58445427,27730256.371463817,23520799.256637402
M129T99_NEG,129.05439969684474,98.57173919677734,29182660.975803655,19112954.373900667,17037341.11906345,27760781.569799334,33447797.882882692,12064144.389351565,24360154.709401637,23530421.334333792,33759700.128777474,35305989.16394438,47635419.46795387,17650392.417446196,19114639.860092964,18614685.583408874,36034133.207727395
M130T405_NEG,130.0496097669111,404.5027770996094,5470161.463351505,9122746.377673049,9705970.878774812,45360187.05789386,6875864.799601399,3263657.6146736178,44297515.451804765,16681958.920887459,28384250.747837923,6510686.143004265,11673695.928244244,29977279.77382646,8578569.593417514,14084790.641578894,72911543.73085792
M130T345_1_NEG,130.08601201962975,345.1927185058594,352743378.9081798,283673618.92852855,228620861.40914702,200685575.31117454,352381177.32143635,99334922.26057439,382412212.24773943,104704038.34019786,298051608.8660119,407847190.75214064,980109542.9753723,157567013.71184415,312018620.6256492,150027547.78844303,246419542.5563806
M131T397_NEG,131.03361656189347,396.8625183105469,20330313.120124973,24702080.230841532,28479685.33016096,67932266.51741311,27799083.124314368,31542301.00659359,48047076.36980162,35696891.401246205,59553345.869826056,35680119.130899146,31120695.808831103,27841223.77926738,39081977.71132956,41673985.07181605,85555245.92674927
M131T424_NEG,131.04480664030825,423.9931945800781,24388347.6689733,212311972.12228984,15989690.751085859,15590824.241751553,16583399.41799029,15065248.573804965,66543768.14600384,22816886.90211536,38440517.43864925,17407347.877027888,12721596.491241558,5840963.495015149,29489047.965671886,34282404.21520871,34753177.93975424
M133T444_2_NEG,133.01288187322564,444.1018829345703,8800430084.432442,3701699845.1773057,5269306013.061907,6697175640.291592,7064479414.632141,4173226705.369236,11054922526.62033,4527020930.707191,6030776434.663528,5980003091.914165,6160675613.547205,8256746349.837372,10717754982.532028,12829156264.48786,15102959201.717133
M134T289_NEG,133.9982625278711,289.0013885498047,267367089.96349588,207164334.70585233,496609653.46728265,342433961.66252404,589165468.303996,387769574.9463507,121232736.97044547,113774523.1466846,71309462.64642975,63425350.75199042,218315326.6190554,57300371.446325734,244638906.41263136,105339954.5456878,155419832.29650807
M134T447_NEG,134.0161947546094,446.5865936279297,374087934.6387905,158126143.40979534,223062192.46164078,222779051.158113,260149215.088927,137632791.8417057,378777890.03402543,330788770.91966224,216610572.85615283,220166202.33419928,223876836.70676216,295347899.57856137,377314208.49225837,529813645.17325383,504150771.44382286
M134T415_NEG,133.99825035412738,414.54559326171875,69961679.60640077,35255361.61259966,66364158.59761581,132576311.25171812,77105280.06940031,106716475.85014713,152506294.23541328,77650536.68804856,66727413.60004517,85235390.60558178,136014530.7264106,46502245.929936744,170576866.52433842,115414622.36784875,84532373.22623374
M135T399_NEG,135.0285064213464,398.6049499511719,116180559.49212669,192186400.81534323,115281803.52517037,186356744.36523774,100928343.97177073,85392371.36499535,127753093.51631004,107770414.96171798,195843711.45815587,67986339.89585151,87916177.86814913,182959995.2406671,73853193.14106305,121330924.31757349,209164476.429583
M135T445_NEG,135.01701960398665,445.20343017578125,79795575.72850749,25995103.18911035,39674515.854843155,30440467.403716236,58211906.19302635,26562188.33229465,38887693.07771626,20540508.212470163,42366310.08464523,49314154.46060558,48324212.335468404,48725128.418933995,72267884.94776557,100508546.01454936,106781151.07074036
M137T942_NEG,136.89037369467232,941.8514404296875,6123886.240410718,9700089.732407013,12386507.153184054,18852998.515620884,23048793.151893333,16673107.601806302,14866920.39666041,17654603.54761874,14440115.385204209,16669875.648932263,15074274.266774077,12150007.234430091,16675507.04473579,16491297.349466229,13556255.210372865
M137T947_NEG,136.998024420648,946.76007080078125,48227126.51717659,40418121.23909828,44986108.489432015,62583927.73373736,42742358.054740414,78194490.16852108,82471381.68703166,46194928.405177444,90754991.58277974,57510088.58569287,46432827.41796045,80510473.59611495,98696080.40322837,66851953.39217639,68118684.04359598
M138T1069_NEG,137.98195291340443,1069.357421875,185440391.16170716,151358619.23892552,198215389.87003654,143272365.77011153,103403957.7675004,162339818.4193728,125598144.2518078,160987274.83636096,161304750.51404914,324739512.9303154,122148951.6428947,234934089.5426214,298733246.72838825,179805092.71314934,256161762.5091882
M139T202_NEG,139.0024113729377,201.6145477294922,29509827.857295476,55991323.944311604,20327014.443644233,6345342.407849009,26018754.183941282,12875810.08030958,5890941.95758337,7576552.929211499,19824077.82890195,6166561.119885223,2259393.7424382414,3610910.5702168364,6961662.112476832,10000257.11580361,7024054.2017346
M140T1073_NEG,139.99760022161348,1072.7726440429688,30301185.450621635,26162705.890672524,28366445.295194555,21351352.227116235,24655015.570189126,24080069.36293684,23299946.349925157,29075936.072609834,31948963.850666456,37579654.129397206,27924029.43295216,34348161.542882435,29243879.900359705,25241115.4271921,37219477.71900437
M141T939_NEG,140.98474138286065,939.0350036621094,427861140.31850594,399427804.8386756,374850910.49159694,525501770.5304423,458713200.132417,502097601.713218,392931084.5700591,455577008.8156076,444630478.0859347,514127370.58384037,492158915.40355104,527866411.56425333,472008214.48995405,551553147.3464859,406259295.18148625
M142T358_NEG,142.0496563451997,358.2574462890625,21549177.679868404,21218829.29313927,24506765.86146476,22945360.739775117,30525151.550102808,20273826.86098606,20601376.869441118,18760285.986250047,27661439.475082535,17401600.854219355,20304675.306781277,45908117.49609029,17165240.98020314,20415064.3447387,27122735.29287611
M143T263_NEG,143.03375629693906,263.240966796875,132042091.22413795,78754109.58330119,214944431.85672757,138122330.1640409,131985973.62521291,131251664.18170857,90321321.74603304,114533644.87106526,579633189.3030446,97493111.40669473,165800164.71668532,208776786.01283646,136071032.5248951,211355644.95392722,174325370.26659375
M144T70_NEG,144.0442166754267,70.00035095214844,8136832.018460691,8798233.1370184,11865824.477743866,5227372.441950753,5544323.387317877,6828619.883968294,3367074.4059921033,2076275.7920240187,1147303.582792241,8365929.670426383,5639390.028588367,1421357.8215072681,1412626.7443612919,1688830.9580077783,4269773.83052538
M144T263_NEG,144.03703419166033,263.240966796875,4500085.015352342,3720514.7404801277,9483137.091870688,8700061.513149312,4301050.125203712,3592366.9778108806,3793749.2096066633,4586385.590141184,30140526.908851538,3184759.45891018,6192779.514622625,6835670.390163336,5018990.662806346,9597817.51266905,5134685.274080387
M145T423_NEG,145.06061343194375,422.6585388183594,1214841051.7428348,3793210833.1939187,1164081017.3375688,190593355.4453607,860316351.0458721,296307446.4261329,1407359448.1237674,87770996.04221892,1742179123.0645518,1006537822.4001698,1070554902.2630571,409545629.27514964,400671790.70087004,108486274.13139677,269068084.03452784
M145T134_NEG,145.08569806111967,133.6348114013672,1875491.5732608554,6580023.184940063,3099387.8475739993,33067735.791379556,3135791.249525474,4841314.598289341,4258024.935523674,3780122.853369893,7055740.946874557,3696999.226364772,2320326.6548954723,2781632.639153335,7729668.107534431,5932504.5015611295,43568203.61448041
M146T990_NEG,145.99835463309608,989.7083435058594,185430622.68567473,140836884.97094148,106297408.57600455,187715499.99848348,89438914.86361413,122245464.31869157,135685108.28698152,139136903.61183426,80711908.98736098,108619628.27087489,225749434.7734066,95295997.86529289,81165183.24315779,125723829.57850198,166509826.13961557
M146T423_NEG,146.06390804904333,422.7227783203125,39535517.59055181,171495662.46913397,43980163.015794784,11943469.74399627,42847544.64060928,22866418.967165567,84497192.6684926,15274235.077377494,105131917.17492999,46881641.10828729,51077178.04403786,31804454.811235167,20783682.374314804,26808658.427143835,10330423.036802417
M147T273_NEG,147.02872025540802,272.97865942382816,21414814.755112283,23786364.047023945,17526697.160204202,33047704.311704427,30614787.52874528,23768764.257637747,19194832.66396369,29061987.20928861,104997405.00558448,7880758.100392282,15707791.416664613,33150435.874183297,62813928.96201287,80220575.13903642,42356573.08148224
M148T429_NEG,148.03194905634163,428.9695129394531,14805979.029317254,16170989.199082768,12629615.691612953,29259924.17774889,8041305.162606749,15160859.09162616,29646952.979003426,18598833.469692633,26501454.906319126,13921985.154997624,14710342.1759549,21386456.460592877,9395206.79433932,9677071.78776831,41131502.891418464
M148T354_NEG,148.04262569122434,354.337158203125,56307486.27331606,50359141.734322324,30249827.91067011,16728443.388664633,42317532.22829174,15605987.136518719,42837416.408550486,22466922.095035926,50939008.398379035,54037025.29421861,67596193.41613072,26286714.51188999,12873123.257644556,28261545.482336797,6256164.8787701065
