"","Sample2_1","Sample3_1","Sample4_1","DI_1","Sample2_2","Sample3_2","Sample5_2","Sample7_2","DI_2","Sample2_4","Sample3_3","Sample4_3","Sample4_4","Sample5_3","Sample9_3","DI_3"
"M364T794_POS",5.63376844190923,5.79477490855416,5.93652055081967,5.81230578789886,5.6491297670599,5.81959647199562,5.88928695600294,5.57190902765368,5.71051980882786,5.69458870847006,5.84274099059397,5.54423311492026,5.63298201902289,5.54342217452427,5.72529158477841,5.84649271271822
"M364T696_POS",6.89606542919081,6.81233450284408,6.89562588002732,6.9223533448793,6.88958866838349,6.77658189144008,6.77688239444555,6.83404248942265,6.65116624106297,6.8799727343584,6.7530814550269,6.6786240237901,6.74921577766533,6.83990129407941,6.85762285507199,6.93571063601317
"M364T843_POS",6.97606142170846,7.00371354350242,7.00585123241215,6.90234739791419,6.98597859670988,6.98831667768583,6.95639178338173,6.91916856109631,6.93554706412515,6.9736741808351,7.00802556778566,6.93679945321551,6.965685265911,6.96072182273308,6.9701289562917,6.93593743455779
"M365T63_POS",7.00052638376638,7.1785633056179,7.07439581014601,7.6286669277847,7.1216325152165,7.60273037511719,7.22047211052103,7.35261667130125,6.95306150886841,7.12534553911442,7.17398284746517,7.34706469232102,6.91815510153326,7.22363336488055,7.04060917811709,7.69236717576161
"M365T791_POS",5.90344478731231,5.81925677438705,5.58914751837429,5.7011558715819,5.8557018233884,5.61536738055983,5.75659819043504,5.68428168855327,5.88450486883358,5.87336532888202,5.65091756616895,5.93076411041708,5.92047324922044,5.78374579210706,6.83944666158665,5.68532553824491
"M365T716_POS",5.96930669255822,5.94094694591844,5.57982734652201,6.30196882120732,5.58143060988987,6.21637990230044,5.86585765659784,5.75854122083214,6.48950045774497,5.99637262147525,5.4418040310733,6.2280304456288,6.1160035001047,6.34944014950032,6.45975617327636,6.21964259446653
"M365T836_POS",6.31935493368231,6.21666247314612,6.25051192236521,6.35851524294789,6.32259310430942,6.5015657907385,6.25399663470776,6.41415573729551,6.42829659438567,6.27111438176074,6.21336232647967,6.2672100275399,6.04231821298574,6.20362854580985,6.11754000233642,6.43564951197938
"M365T779_POS",5.78133706227279,5.68561411317384,5.9313235672745,5.64941573861073,5.67896591229322,5.59458185197169,5.36713518591892,5.69754855304775,5.54422126303415,5.65908156033158,5.57995181118135,5.63309099381303,5.59262748844575,5.64685882409327,5.6293179646438,5.73957214359786
"M365T677_POS",5.84266407980611,5.6760847047649,5.66504326962592,5.6199835582996,5.81071421436561,5.7623619592492,5.66547521779783,5.51649685241662,5.66392461834343,5.80367958883847,5.89241095089898,5.52841585764794,5.54966462041923,5.59789784660063,5.5448229644658,5.6843252598817
"M365T801_POS",5.91283989508903,5.80567911967007,5.90978397020328,6.15105331523305,5.84227326682266,5.97388312261028,5.83946540172001,5.42758804033064,6.56847278725459,5.78118074688739,5.70658123483,6.23884581300796,5.95391471677663,6.17388853448075,6.63031294710241,6.24349641755881
"M365T847_POS",6.21246610158217,6.2418459631775,6.31933118654407,6.10257999213816,6.19508897274864,6.04799578181549,6.21557793438611,6.2697624160489,5.79114283357542,6.38221829987394,6.45576744578655,6.20171318918022,6.19959717932621,6.03108762579456,6.08575111019551,6.37434035584726
"M366T104_POS",6.38339049004604,5.96696667759155,5.72003987554124,6.22585174036318,6.45557493878969,5.81442510691074,5.86463589261349,6.01907821152191,6.2519776933682,6.24778475928918,5.97385857473238,5.9593846301757,5.8125249985827,6.39202178822028,5.72019930289003,6.26756500600222
"M366T820_POS",6.01876236122292,6.09669566685699,5.9779306977801,6.16495117100553,6.01024207180997,6.09441645657642,6.11540419594039,6.06807190316832,6.11616673981598,6.06274675689673,6.01106795449233,6.06210624495143,6.07517610516865,5.97245900077113,6.03620266906224,5.97037802714205
"M366T836_POS",5.49700891266287,5.69078601006922,5.66428910102715,5.68656364788661,5.55631263312524,5.71801038654452,5.53927222804085,5.67619382208755,5.70571606226213,5.6990124634695,5.71590403135958,5.71845532407211,5.71107270945318,5.63541965308799,5.68622986486553,5.63194877011698
"M366T765_POS",5.91147329041984,6.00047103935516,5.92123162179734,5.81187737101611,5.96429934492906,6.02271521644365,5.74218110103528,5.85980368696272,5.88469791408951,5.8952945385001,6.0057842536849,5.92112694326325,5.83568825797962,5.75628449050804,5.89033825845973,5.98330329271494
"M366T854_POS",7.27613198887818,7.2674613864577,7.4162298244043,7.46858197824265,7.41861942035279,7.44764769186379,7.47423256487559,7.65024110057446,7.45115938049241,7.52302000320611,7.3484836609861,7.51434002861345,7.2825653262933,7.27300163012117,7.19937877928678,6.85354742025434
"M367T410_1_POS",6.39997463524026,6.37483918917832,6.58698837370569,6.63248743357539,6.32881568613266,6.29611522454288,6.40225811983946,6.32126519449974,6.25034048211881,6.47109559445629,6.43829754831037,6.43024972616497,6.31923670520383,6.40925674291189,6.46018867495688,6.569992123143
"M367T410_2_POS",6.87648916302432,6.98655396861106,7.0354592201568,7.10938018430809,6.83892885667375,6.9644765598276,6.92464747897877,6.9401928992322,6.79928696712756,7.12654919784409,7.0067813989978,6.94987084929608,6.97001841491706,7.01775754665437,6.96771599437431,7.15895341764039
"M367T711_POS",5.97079230482738,5.98674076759853,5.98880062099088,6.92130293310083,6.22612019041146,6.58049221330892,6.12283956077251,6.25564006344112,6.89591659690748,6.58777907634326,6.23179353363798,6.8467013131808,6.49045854978461,6.99996076894208,6.8847721428377,7.09778057237418
"M367T878_POS",7.74695340435094,7.78946098868735,7.75482010938645,7.757427578046,7.7332972351144,7.70718785858713,7.77125671998103,7.68989099073649,7.78490041659319,7.72351901750639,5.66939690355901,5.82303852233188,7.72767069839889,7.72082145542562,7.77728712543511,7.7573117075143
"M367T854_POS",6.71012865292837,6.69416853156346,6.79461486944924,6.89680743769387,6.84506793234456,6.89891640987955,6.89291189827682,7.0966452487749,6.85257241598408,6.92133065839332,6.77638587448763,6.93125133304387,6.68797196898566,6.6844479153036,6.59448939010758,6.2244225552547
"M368T410_1_POS",6.35025961069571,6.33593947421468,6.62506186508087,6.68442592377639,6.405087617366,6.53477529341448,6.57628440542536,6.39131568145115,6.41252149204326,6.7234475843643,6.57829514146121,6.50766271576913,6.5912819258438,6.62054810268032,6.53282455877043,6.74397013450743
"M368T410_2_POS",6.19235461102289,6.21269818649332,6.43597167329049,6.41904767335704,6.19195600622733,6.26036286089099,6.12878417845762,6.21527199463223,6.05663905280622,6.41353795135801,6.32956820070707,6.24090543200191,6.27053076259585,6.37747832063203,6.21581099704591,6.50211254534973
"M368T774_POS",6.35681269934264,6.36524545361248,6.36950142089869,6.45910903614555,6.36379416635892,6.56515940208519,6.33425929785235,6.44063392221512,6.68836063220655,6.50185773690996,6.31700639988857,6.44445702789543,6.31241037188034,6.29369194561778,6.56824789768943,6.46120793370733
"M368T722_POS",6.66007537001757,6.53956287741643,6.63831838797674,6.66576505332577,6.56891598176472,6.40562711352825,6.56987641570884,6.58251160461248,6.33832453970862,6.79812910123405,6.76378019888497,6.38730625587204,6.7009974268719,6.74181892453576,6.67124181049273,6.70587942791534
"M369T274_POS",5.5856713355007,5.62255107268473,6.10814706164931,6.01077837017246,5.57791881644917,5.85749724672716,6.31654117257479,6.33589386609244,6.23074045867148,5.72058425904152,5.77743237036131,5.82471595775962,6.15786929337235,5.72738483593544,6.00011939002723,5.97275796834076
"M369T819_POS",8.01003279541487,8.02639802219912,7.97028795507609,8.04445761702673,8.00840065137164,8.10292342899035,8.03258154101269,8.06056205312558,8.06812061361186,8.02567042919226,7.96720718566632,8.00479871434265,7.98410907129405,7.96747355301166,7.98533056813327,8.06017273127615
"M369T701_POS",6.72200722618711,6.66999232904723,6.83772177598479,7.1575873406107,6.71706359324524,6.97688982475019,6.85738385738731,6.95107773720407,7.24408028120585,6.98804673999749,6.34456575625123,6.95487959069262,6.68994325242646,7.13016540902544,7.15895118357106,7.22678071640448
"M369T726_POS",7.02060278100762,7.49700256657026,7.24487579052547,7.69025233158181,7.02297423903134,7.0348292665856,7.4033961423114,7.22277644311764,7.7399145384813,7.00012720424351,7.05326029555105,7.6124367536037,7.31835337646318,7.45045569654659,7.71983829482289,7.74255007383855
"M369T844_POS",6.7830211830733,6.89072167922816,6.81624953444535,6.78237444325968,6.84587501790093,6.89013457760057,6.85305972041237,6.80739112515879,6.80249739868354,6.80529695284685,6.80639501606311,6.79517248172911,6.8237004425688,6.8210572893712,6.80301761650077,6.79703474514062
"M369T774_POS",5.65735974044763,5.38786034720036,5.60785578012615,5.51300549457514,5.55093149392837,5.32874313227183,5.28892494943207,5.40833103695603,5.70386969582808,5.5490845398222,5.21084038284981,5.513554045926,5.46522334470693,5.52848555573798,5.39274680388449,5.56491728924575
"M370T448_POS",6.98726816204837,7.39698472441486,7.68003158672626,7.43727174460999,6.93979070818284,7.34810646255093,7.55159498089135,7.53624620457912,7.61003245726066,7.45688682589527,7.15856128470603,7.02356479496114,7.41414697623755,7.56807802325191,7.62249647118933,7.47353959290335
"M370T111_POS",5.83524695619539,6.11943795812454,7.37221096218178,6.67744135745086,7.1554083226292,6.46404418161128,7.47935090606838,7.1913993085809,7.8699605035475,5.82160293699941,6.53315649823687,6.63553971754507,7.70539457068128,6.71559451750021,7.55405164644395,6.76008258312882
"M370T820_POS",7.35183111876954,7.37241332370999,7.31368853185962,7.36513216428982,7.3503746580336,7.43205877387574,7.37124591239066,7.39265923572967,7.40062521701221,7.35010498945466,7.2915655549962,7.33270907723701,7.30450624044658,7.27669720233026,7.31744693158129,7.38689087835096
"M370T855_POS",5.90578951624545,5.89732230601733,5.87804832589274,6.05174699669506,5.86356234890535,5.83827608416943,5.79804203765497,5.79748061848377,5.86549957072527,5.83102688397727,5.88830770597132,5.81220756271646,5.85699428629234,5.77802386123764,5.83816110591847,6.00238744577877
"M370T751_POS",6.4689195634701,6.55218197679453,6.7133193552931,6.43097015954239,6.52759793518949,6.58740271120709,6.66306450394882,6.58244687466218,6.57191657132091,6.74334279408653,6.48313082006336,6.61223940357509,6.63168715204532,6.50829085283124,6.44467321650216,6.43126550459042
"M370T806_POS",6.47506085512987,6.46877213745299,6.26932968153715,6.5768556925108,6.46907308209112,6.72509257583189,6.375374319148,6.35444663112841,6.33885752938579,6.39066376682378,6.49085862426878,6.37822280101984,6.32790364297877,6.25172877390404,6.25990970669399,6.62414853569768
"M371T384_POS",5.73686704805125,5.8344778926497,5.72579227180229,5.99042203690313,5.81524833546669,5.68655936400561,5.74453758160479,5.8424626471765,5.70083309901305,5.80200976346052,5.72193744373941,5.87920893272947,5.75130315774247,5.63427673379083,5.84044576347057,6.15122179039534
"M371T847_POS",6.45425339362394,6.44614774092254,6.34452131509542,6.37845514387437,6.47170167789466,6.4043531841108,6.46042423053885,6.44019779972566,6.41552981591413,6.39720197837468,6.42381039547174,6.31676022885952,6.41553065346284,6.47327449211784,6.47728883501746,6.5186201379502
"M371T449_POS",6.18138066201663,6.61694009732009,6.89532450573519,6.70988407435571,6.11945690228161,6.61215425679351,6.77160736683405,6.76385824946515,6.79911912375411,6.67481084277362,6.37095119063805,6.22291700056267,6.56560407637852,6.78319396593774,6.80027934327699,6.69405728754361
"M371T111_POS",6.78767886310619,6.41808894216086,6.46436142175639,5.8278583362384,6.78187285212019,5.41833691737681,6.60279676170774,6.31084395505958,7.02593571040708,6.28649210937668,6.59272193644336,5.7216254197606,6.89123596540456,5.77583046832871,6.66922668629859,5.88869040650628
"M371T396_POS",7.07572568570108,6.98323171556472,7.34021325048354,7.18105298929135,7.05265821746499,7.04451723694855,7.41933745146706,7.36678763255169,7.61457001963216,7.13127276217232,6.95041773116806,7.11129008505943,7.41755466286944,7.02449467152689,7.38656972806474,7.32675212408293
"M371T248_POS",5.65181243031543,5.81825587447223,5.91370503892995,5.68291354756623,5.40469567035969,5.99676573974432,6.22868194453485,5.68563465833936,5.57715296599701,5.57339737801391,5.75808493429245,5.31957530123466,5.65773355289534,5.68804365726278,5.7178648052668,5.71742817771691
"M371T820_POS",6.51264251769612,6.45992284415639,6.40815511047511,6.48824679322759,6.4185478563169,6.55469322508502,6.4652821926658,6.46845591841645,6.45887272284799,6.49776759654338,6.41689704672057,6.49209294838167,6.43360126673458,6.38592843549713,6.43930468225191,6.51559398986262
"M371T188_POS",5.62290756123104,5.63717266776267,5.90151776918607,5.69559596542719,5.39588696776153,5.75465579169311,5.62882724683025,5.6843271253634,5.70477367171701,5.6577438682047,5.94863485646016,5.65829117679209,5.87109786751284,5.6810365711102,5.74314204186646,5.83405772682521
"M371T740_POS",5.77443684385514,6.0042206092466,5.67217368185615,6.73326020234409,6.00616553712574,5.98113007224172,5.47366274717496,5.91424359419852,6.75009448433658,6.24864126096451,6.2872856487923,6.73363796321083,6.00375746991513,6.67838762473916,6.84899672730891,6.82140108035029
"M371T721_POS",6.3958609045791,6.31127737506709,6.34606955961456,6.13393111096385,6.33203938687775,6.26276554773694,6.2847739659604,6.30987860057315,6.28178049048927,6.1900839039242,6.18652955797973,6.15816303533897,6.43457983946059,6.30207373511397,6.08376421727174,6.20327883491784
"M371T805_POS",5.69682836460215,5.50494313794131,5.77313337625531,5.89676973269934,5.65701328007258,5.96270305217627,5.58302455153594,5.34090237071976,5.64692654681308,5.7425375402777,5.75878602862714,5.61049742971729,5.74759819594177,5.70611756867191,5.44224686697024,5.91028472610788
"M372T448_POS",6.20690085295329,6.08606290841417,6.54547468881389,6.21301517206969,6.0863909986246,5.8612515457214,6.3466085508802,6.24168077573888,6.30067457884886,6.10976855540698,6.07584637447032,6.15645871481639,5.94886691189442,6.29191431770241,6.32582531672701,6.22588536523603
"M372T508_POS",5.5237221924936,5.57248822173386,5.88067841546792,6.35472936296311,5.57923920800961,5.76876450757982,5.38254716251996,5.87625597837693,5.63825401950758,5.72812057666229,5.55813828948424,5.455063040159,5.488700724138,5.93821680044193,6.24121573864336,6.50893248694059
"M372T125_POS",6.33054687941196,6.50231647942303,6.03731931516377,7.34283826409961,6.25657073470239,5.85319983830046,6.46499651141528,6.35535666145209,6.27095629504392,5.65433721714274,6.40145230860071,7.01837449114316,6.57726434995621,6.50565579013781,5.86790986884511,7.45713299577062
"M372T379_POS",7.73964574672925,7.78573479113111,5.95592137344341,7.76470408835539,7.73949763716723,7.71155989875113,7.7698280713706,7.68477521863967,7.67445909181485,7.70240257502344,7.74551303900688,7.73967556888205,7.69721041251235,7.6881612455592,7.74158871861563,7.72069595003774
"M372T396_POS",6.39709079584595,6.13896644033543,6.62309598140167,6.49887994733119,6.4171046560192,6.34568514884707,6.6986420265233,6.65189819676468,6.8881270121031,6.39904342900423,6.1684949261773,6.29581460115954,6.73419475893897,6.25020099938409,6.64199335240875,6.62944807423895
"M372T296_POS",5.69137565603637,5.67274557725125,5.88639122832408,5.73499333265839,5.56144237738808,5.84139730607794,5.6949538157536,5.5061781624623,5.70354280097259,5.86177510690428,6.06390137238943,5.56903859759773,5.86934713596835,5.76368914752361,5.60286878273398,5.86032407925233
"M372T708_POS",5.76369503699849,5.93406318265277,6.08816311556364,5.93162251035417,5.75191478932561,6.40497026834093,6.03428341560536,5.92364316458658,6.3726437094614,6.38734709682508,6.23237808846986,5.41648709740124,6.14921849718583,6.62505249655167,5.80927583237084,5.88154000238139
