"variable_id","name","InChIKey","ClassyFy.Status","Kingdom","Superclass","Class","Subclass","Parent.Level.1","Parent.Level.2","Parent.Level.3","Parent.Level.4","Parent.Level.5"
"M237T735_POS","capsidiol","BXXSHQYDJWZXPB-OKNSCYNVSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Eremophilane, 8,9-secoeremophilane and furoeremophilane sesquiterpenoids","","",NA,NA
"M239T101_POS","Pirimicarb","JTDNAYJQWWTNDA-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Nitrobenzenes","Nitrobenzenes","","","",NA
"M241T68_NEG","Pentadecanoic acid","WCZUJRMWTGFSNK-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Anilides","Aromatic anilides","","","",NA
"M242T859_POS","Valeroidine","APLLVFVOTXZBFO-FWEUMECANA-N","Completed","Organic compounds","Alkaloids and derivatives","Tropane alkaloids","","Tropane alkaloids","","","",NA
"M243T139_NEG","Uridine","DRTQHJPVMGBUCF-XVFCMESISA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","","Pyrimidine nucleosides","","",NA,NA
"M245T281_NEG","Glycerophosphoglycerol","GJOHLWZHWQUKAU-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives","Aminoquinolines and derivatives","Aminoquinolines and derivatives","","","",NA
"M245T297_POS","N-(6-Aminohexanoyl)-6-aminohexanoate","YSEXMKHXIOCEJA-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives","Indoloquinolines","Indoloquinolines","","","",NA
"M246T359_NEG","N-Succinyl-L-glutamate","QGLWBTPVKHMVHM-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Primary amines","Monoalkylamines","","",""
"M247T505_POS","Leucodin"," BJPSSVHNEGMBDQ-NUZBWSBOSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M247T62_1_NEG","2-[(5'-methylsulfanyl)pentyl]malate","OKIIWFXZWJTTLY-UHFFFAOYSA-L","Completed","Organic compounds","Organic acids and derivatives","Hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives","","","",""
"M247T62_2_NEG","Hexadeca-4,7,10,13-tetraenoic acid4,7,10,13-cis-Hexadecatetraenoic acid","IVTCJQZAGWTMBZ-LTKCOYKYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids","","","",NA
"M247T708_POS","Diallyl phthalate","QUDWYFHPNIMBFC-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acid esters","","","",""
"M247T842_POS","Estrane","JHXQBQRGJBYTRL-HUKKYASJSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids","","","",NA
"M247T86_POS","2,4-Bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose","WCYQERUNPFJALR-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyrazolopyrimidines","","Pyrazolopyrimidines","","","",NA
"M248T142_POS","Linamarin","QLTCHMYAEJEXBT-HLCICVDFNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Cyanogenic glycosides","","",""
"M248T931_POS","EC 40Pyrrolostatin","UEQIBCOZMSTCSW-KPKJPENVSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Aromatic monoterpenoids","","","",NA
"M249T66_NEG","2-(5'-Methylthio)pentylmalic acid","ZGFSEYITQIIABN-SNVBAGLBSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Tetrahydroisoquinolines","","Tetrahydroisoquinolines","","","",NA
"M249T870_POS","Pindolol","JZQKKSLKJUAGIC-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Indoles","Indoles","","","",""
"M249T933_POS","NP 25302","HPPZJYLVFCHDDX-JEVNKCSWNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyrrolizines","","Pyrrolizines","","","",NA
"M250T404_POS","15alpha-Methoxy-14,15-dihydrophyllochrysine","FTCISLOTUCZXTN-MGQVZNSPNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indolizidines","","Indolizidines","","",NA,NA
"M250T643_POS","N-Desmethyltramadol","VUMQHLSPUAFKKK-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenol ethers","Anisoles","Anisoles","","","",NA
"M251T723_POS","Gemfibrozil","APXNRLPBXNJAGG-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Oxepanes","","Oxepanes","","","",NA
"M251T789_POS","Diphenylphosphate","ASMQGLCHMVWBQR-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Aryl phosphates","Aryl phosphodiesters","","",NA
"M253T137_NEG","3-beta-D-Galactosyl-sn-glycerol","JBKVHLHDHHXQEQ-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Lactams","Caprolactams","Caprolactams","","","",NA
"M253T68_NEG","9-Trans-Palmitelaidic acid","SECPZKHBENQXJG-BQYQJAHWSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids","","","",NA
"M253T721_POS","Cuauhtemone","RXBGAHUJPMHDIW-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavones","Flavones","","","",NA
"M255T100_NEG","1-epi-Valienol 7-phosphate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M255T1077_NEG","Palmitic Acid"," IPCSVZSSVZVIGE-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M255T135_NEG","ISOPALMITIC ACID"," ZONJATNKKGGVSU-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M255T281_POS","Gliocladic acid","SLVSUVFUFJKMCV-PAZIXAQPNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Menthane monoterpenoids","","","",NA
"M255T67_2_NEG","Palmitic acid","IPCSVZSSVZVIGE-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids","","","",NA
"M255T67_2_NEG","Palmitic acid","IPCSVZSSVZVIGE-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids","","","",NA
"M255T67_2_NEG","Palmitic acid","IPCSVZSSVZVIGE-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids","","","",NA
"M255T67_2_NEG","Palmitic acid","IPCSVZSSVZVIGE-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids","","","",NA
"M255T67_2_NEG","Palmitic acid","IPCSVZSSVZVIGE-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids","","","",NA
"M255T887_POS","Ferimzone","HXPRJHCNJNTTOS-JTQLQIEISA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzofurans","","Benzofurans","","","",NA
"M256T1025_NEG","N-Methyl-2,6-bis-(2-hydroxypentyl)-piperidine","BXDMRIPPLXNONS-NXANOWHXNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Piperidines","","Piperidines","","",NA,NA
"M256T329_NEG","Propachlor ESA","BFSZJLBDHMMCAH-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Anilides","Anilides","","","",NA
"M257T289_NEG","Northienamycin(5R-cis)-3-[(2-Aminoethyl)thio]-6-(hydroxymethyl)-7-oxo-1-Azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid","CORBMZCTOZNVHZ-IOMOGOHMNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Lactams","Beta lactams","Carbapenems","","",NA,NA
"M257T65_NEG","Sarubicin B","GEZOTJVKGITFJU-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Naphthalenes","Naphthalenecarboxylic acids and derivatives","Naphthalenecarboxylic acids and derivatives","","",NA,NA
"M259T466_POS","Lunularic acid","GFSQDOUEUWXRSL-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Stilbenes","","Stilbenes","","",NA,NA
"M259T748_POS","Dibutyl adipate","FSWYWRWOUBZIIB-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives","","Quinolines and derivatives","","",NA,NA
"M261T136_POS","gamma-Glutamylleucine","MYFMARDICOWMQP-YUMQZZPRSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides","","",""
"M262T123_POS","Antrocinnamomin B","FBARMPCBQPKRTR-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Phenols","1-hydroxy-2-unsubstituted benzenoids","1-hydroxy-2-unsubstituted benzenoids","","",NA,NA
"M262T284_POS","Heterodendrin","QHJOIAXHOQIPJT-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Pyrimidones","Thiobarbituric acid derivatives","","",""
"M262T745_POS","Cochlearine","OJADCNKLFKWRHJ-DTHZHFEHNA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acid esters","m-Hydroxybenzoic acid esters","","",""
"M263T104_NEG","Abscisate","HJIAMFHSAAEUKR-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzophenones","Benzophenones","","","",NA
"M263T62_NEG","4,7,8-trimethoxy-3,5-dimethylchromen-2-one"," PKKTXAMCHLIVDS-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M263T736_POS","Artemisin","QNRMTGGDHLBXQZ-UHFFFAOYSA-N","Completed","Organic compounds","Allenes","Acyclic allenes","","Acyclic allenes","","","",""
"M264T572_POS","Tramadol","FFISWZPYNKWIRR-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Diazanaphthalenes","Benzodiazines","Quinoxalines","Phenazines and derivatives","",NA,NA
"M264T65_POS","(-)-Neplanocin ANeplanocin A","XUGWUUDOWNZAGW-SZLPOBHRNA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Nucleoside and nucleotide analogues","Cyclopentyl nucleosides","1,3-substituted cyclopentyl nucleosides","1,3-substituted cyclopentyl purine nucleosides","","",NA
"M265T62_2_NEG","lauryl sulfate","MOTZDAYCYVMXPC-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Sulfuric acid esters","Sulfuric acid monoesters","","","",""
"M266T289_NEG","Neuraminic acid","HJEINPVZRDJRBY-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Halobenzenes","Chlorobenzenes","Dichlorobenzenes","","",NA
"M266T578_POS","(3aS,5R,5aS,8aS,9aR)-5,8a-dimethyl-1-methylidene-3a,4,5,5a,6,7,9,9a-octahydroazuleno[6,7-b]furan-2,8-dione"," ARGKVCXINMKCAZ-UHFFFAOYNA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M266T578_POS","(3aS,5R,5aS,8aS,9aR)-5,8a-dimethyl-1-methylidene-3a,4,5,5a,6,7,9,9a-octahydroazuleno[6,7-b]furan-2,8-dione"," DCKYPAZZUYXYTC-SCGWIAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M267T404_NEG","DC 86Y Saphenic acid","OWDPOEGUZYTAJW-SVGMAFHSNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Diazanaphthalenes","Benzodiazines","Quinoxalines","Phenazines and derivatives","","",""
"M267T733_POS","Tri-isobutyl phosphate","HRKAMJBPFPHCSD-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Alkyl phosphates","Trialkyl phosphates","","",NA
"M268T98_NEG","Diallat","DPCVZFSENRMFKS-GOSISDBHSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives","Quinolones and derivatives","Hydroquinolones","","",NA,NA
"M269T309_NEG","Muramic acid","MSFSPUZXLOGKHJ-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar acids and derivatives","","","",""
"M269T326_NEG","Muramic acid","MSFSPUZXLOGKHJ-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar acids and derivatives","","","",""
"M269T65_NEG","Cadusafos","HUZMUKSSVRFAOQ-MRVPVSSYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Alkanolamines","1,2-aminoalcohols","","",NA
"M269T66_NEG","Heptadecanoic acidMargaric acid","KEMQGTRYUADPNZ-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids","","","",""
"M269T752_POS","omega-Cycloheptanedecanoic acidCycloheptanedecanoic acid","OXWPLBIDMFXUJL-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids","","","",""
"M269T912_POS","dihydroartemisinic acid hydroperoxide","WCRHLQJCUOBAKM-VUABOHJTSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids","","","",NA
"M270T873_POS","Capsi-amide","SEUUHYKIMJGNHE-ZDUSSCGKSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Tetrahydroisoquinolines","","Tetrahydroisoquinolines","","","",NA
"M271T95_NEG","16-Hydroxy-hexadecanoic acid","UGAGPNKCDRTDHP-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids","","","",NA
"M273T700_POS","ent-isokaurene","DQUHDYWUEKWRLN-HPUSYDDDSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Kaurane diterpenoids","","",NA,NA
"M273T94_NEG","Phloretin","VGEREEWJJVICBM-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Linear 1,3-diarylpropanoids","Chalcones and dihydrochalcones","2'-Hydroxy-dihydrochalcones","","","",NA
"M274T290_NEG","Paraoxon","XKALZGSIEJZJCZ-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic carbonic acids and derivatives","Ureas","Ureas","","","",NA
"M275T798_POS","1,7,16-Hexadecanetriol","RKSTWDZUIGHKJJ-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols","Long-chain fatty alcohols","","","",""
"M276T726_POS","Homatropine","PVDYNYCZGYOXAF-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives","Carboxylic acid esters","","","",""
"M276T77_POS","Cardiospermin","MQTLCYHUTVTHFO-LJNCYVKVNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Cyanogenic glycosides","","",""
"M277T67_NEG","alpha-linolenic acid","DTOSIQBPPRVQHS-PDBXOOCHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives","","",NA,NA
"M277T67_NEG","alpha-linolenic acid","DTOSIQBPPRVQHS-PDBXOOCHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives","","","",NA
"M279T641_POS","Triphenylphosphine oxide","FIQMHBFVRAXMOP-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Phenylphosphines and derivatives","Phenylphosphines and derivatives","","",NA,NA
"M279T67_NEG","Linoleic acid","OYHQOLUKZRVURQ-HZJYTTRNSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives","","","",""
"M279T67_NEG","Linoleic acid","OYHQOLUKZRVURQ-HZJYTTRNSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives","","","",NA
"M279T754_2_POS","Di-n-butyl phthalate","DOIRQSBPFJWKBE-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acid esters","","",NA,NA
"M280T398_NEG","Cissaglaberrimine","CBHABFQDMCRWKQ-UHFFFAOYNA-N","Completed","Organic compounds","Alkaloids and derivatives","Aporphines","","Aporphines","","",NA,NA
"M281T401_NEG","Xylobiose","CUQCMXFWIMOWRP-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Guanidines","Biguanides","Arylbiguanides","1-arylbiguanides",NA,NA
"M281T707_POS","Hymenoflorin","BWLBGMIXKSTLSX-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Hydroxy acids and derivatives","Alpha hydroxy acids and derivatives","Alpha hydroxy acids and derivatives","","","",NA
"M281T741_POS","Chaulmoogric acid","XMVQWNRDPAAMJB-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids","","","",NA
"M282T138_NEG","Fosthiazate","GETJIDBYVFIZCO-SNVBAGLBSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Halobenzenes","Chlorobenzenes","Dichlorobenzenes","",NA,NA
"M282T82_POS","3-hydroxy-C6-homoserine lactone","CRCIHGGZGGATGM-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","N-acyl-alpha amino acids and derivatives",NA,NA
"M283T66_NEG","Stearic acid","QIQXTHQIDYTFRH-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids","","","",NA
"M283T66_NEG","Stearic acid","QIQXTHQIDYTFRH-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids","","","",""
"M283T66_NEG","Stearic acid","QIQXTHQIDYTFRH-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids","","","",NA
"M284T909_POS","Dihydrosphingosine","OTKJDMGTUTTYMP-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Alkanolamines","1,2-aminoalcohols","","",""
"M285T859_POS","Pisiferin","GSLVTONCLQJXSA-LGWFVXIRNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids","","","",NA
"M287T704_POS","1-Tetradecyl trimethylsilyl ether","NPGKUGMPPAYNBX-UHFFFAOYSA-N","Completed","Organic compounds","Organometallic compounds","Organometalloid compounds","Organosilicon compounds","Organoheterosilanes","Trialkylheterosilanes","","",""
"M289T816_POS","Testosterone","KJHKTHWMRKYKJE-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Valine and derivatives","",""
"M291T422_NEG","gamma-Glu-Glu","JBFYFLXEJFQWMU-WDSKDSINSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides","","",NA
"M291T62_NEG","Colnelenic acid","OYKAXBUWOIRLGF-VMBRNALUSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids","","","",""
"M291T814_POS","Androsterone","KQPYUDDGWXQXHS-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Naphthalenes","Naphthoquinones","Naphthoquinones","","","",""
"M293T68_NEG","Pseudopyronine B","SJGBVXPXTMNDDG-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyrans","Pyranones and derivatives","Pyranones and derivatives","","","",NA
"M293T717_POS","8-[3-oxo-2-[(E)-pent-2-enyl]cyclopenten-1-yl]octanoic acid"," RHVWQVSLVMXMBR-XVNBXDOJSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M293T779_POS","1,2-dihydroxyheptadec-16-en-4-yl acetate"," ZVTVWDXRNMHGNY-UHFFFAOYNA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M293T779_POS","1,2-dihydroxyheptadec-16-en-4-yl acetate"," MFLWBVVCOWPUBA-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M293T95_NEG","6-gingerol","NLDDIKRKFXEWBK-AWEZNQCLSA-N","Completed","Organic compounds","Benzenoids","Phenols","Methoxyphenols","Gingerols","","","",""
"M294T61_NEG","(E)-2-(3,7-Dimethyl-2,6-octadienyl)-3-methyl-4(1H)-quinolinoneCJ 13136(E)-2-(3,7-Dimethyl-2,6-octadienyl)-3-methyl-4(1H)-quinolinone","QFIWUNYGZZMAFG-NTCAYCPXSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives","Quinolones and derivatives","Hydroquinolones","","","",""
"M294T779_POS","Lanyuamide I","MBUPMCAGGCGJDW-BRBUPDJYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines","","","",""
"M295T72_NEG","9-hydroxy-10,12-octadecadienoic acid"," XGTNTUKODZZCGL-YWQLNMHNSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M295T72_NEG","9-hydroxy-10,12-octadecadienoic acid"," NPDSHTNEKLQQIJ-SIGMCMEVSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M295T94_NEG","9-hydroxy-10,12-octadecadienoic acid"," XGTNTUKODZZCGL-YWQLNMHNSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M295T94_NEG","9-hydroxy-10,12-octadecadienoic acid"," NPDSHTNEKLQQIJ-SIGMCMEVSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M296T692_POS","Tetrahydrobungeanool","GJDPGFHVEKFXEZ-SQIWNDBBSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines","","","",NA
"M297T61_NEG","C10-LAS (TENTATIVE)","NANHIUZYPFDGJS-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonic acids and derivatives","Benzenesulfonic acids and derivatives","","","",""
"M297T730_POS","Disulfiram","KFRQKIBLZPTZAS-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenanthrenes and derivatives","","Phenanthrenes and derivatives","","","",""
"M297T772_POS","10-Deoxymethynolide","MGTNGJBAIPLUKG-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Aralkylamines","","","",""
"M297T937_NEG","Sodium nitroprusside dihydrate","KLXJPQNHFFMLIG-UHFFFAOYSA-N","Completed","Organic compounds","Organohalogen compounds","Halohydrins","Fluorohydrins","Fluorohydrins","","","",""
"M298T112_POS","5'-Methylthioadenosine","WUUGFSXJNOTRMR-IOSLPCCCSA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","5'-deoxyribonucleosides","5'-deoxy-5'-thionucleosides","5'-deoxy-5'-thionucleosides","","","",NA
"M298T112_POS","5'-Methylthioadenosine","WUUGFSXJNOTRMR-IOSLPCCCSA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","5'-deoxyribonucleosides","5'-deoxy-5'-thionucleosides","5'-deoxy-5'-thionucleosides","","","",NA
"M298T135_NEG","Imipenem","JHIXEZNTXMFXEK-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Alkanolamines","1,2-aminoalcohols","N-acylethanolamines","",NA
"M298T922_POS","Tridemorph","PIHGQKMEAMSUNA-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Naphthalenes","Nitronaphthalenes","Nitronaphthalenes","","","",""
"M299T66_NEG","2,4-Dihydroxy-6,4'-dimethoxychalcone","KJFNNCGVGSDNRR-BQYQJAHWSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Linear 1,3-diarylpropanoids","Chalcones and dihydrochalcones","Retrochalcones","","","",""
"M299T776_POS","2-Oxooctadecanoic acid","BOYAGOIPWLIWCX-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides","","",NA
"M301T73_NEG","Hesperetin","AIONOLUJZLIMTK-YQTOOIBONA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids","4'-O-methylated flavonoids","","","",NA
"M303T437_3_POS","Abietate","UCAVAHQRGOTNJB-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Naphthalenes","Naphthalene sulfonic acids and derivatives","Naphthalene sulfonates","2-naphthalene sulfonates","","",NA
"M304T472_POS","4'-Desmethylpiplartine","JJKQRSNEGCOSOC-VOTSOKGWSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","","","",NA
"M305T706_POS","5beta-Pregnan-17-ol","JSIVWCLRCGAVHN-GCOKGBOCSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Pregnane steroids","Pregnane steroids","","","",NA
"M305T930_POS","Creoside I","DNUPSKJMHPRNPH-XAZJEUBWNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides","Fatty acyl glycosides of mono- and disaccharides","","",NA,NA
"M308T73_POS","Glutathione (reduced)","RWSXRVCMGQZWBV-WDSKDSINSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","","","",NA
"M308T73_POS","Glutathione (reduced)","RWSXRVCMGQZWBV-WDSKDSINSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","","","",NA
"M309T65_NEG","Icosenoic acid","YSUOZFLZINBCNF-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","Pyridinecarboxamides","","","",NA
