"variable_id","name","InChIKey","ClassyFy.Status","Kingdom","Superclass","Class","Subclass","Parent.Level.1","Parent.Level.2","Parent.Level.3","Parent.Level.4","Parent.Level.5"
"M535T880_POS","Concentricol D","MIYUGOVPVJJFCL-PSXJSKBVNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids","","","",""
"M537T743_POS","ATakanawaene A","XZNYCRZDVXCORM-UDHUQMDDNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Macrolides and analogues","","Macrolides and analogues","","","",NA
"M537T876_POS","Cyclopassifloic acid A","DHBRFQPOOWANLV-QSXOWLGYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Cycloartanols and derivatives","Cycloartanols and derivatives","","",NA,NA
"M538T161_NEG","Stephisoferuline","YYOXLLHHBARIFS-UXBLZVDNNA-N","Completed","Organic compounds","Alkaloids and derivatives","Hasubanan alkaloids","","Hasubanan alkaloids","","","",NA
"M538T452_1_POS","thio-molybdenum cofactor","QNGJROMMAHOOFQ-JSUDGWJLSA-J","Completed","Organic compounds","Organoheterocyclic compounds","Pteridines and derivatives","Pterins and derivatives","Molybdopterins","","","",""
"M539T277_NEG","Isovouacapenol E","SCMZVYCEBFUYQW-HADBPTIVNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids","","","",NA
"M539T466_2_POS","Sanjoinine G2","CZLGNKWWWPJGFM-YIQLZBEBNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides","",NA,NA
"M541T160_NEG","Cochinchinenin B","QFWXEYRQNKRQDH-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Diarylheptanoids","Linear diarylheptanoids","Linear diarylheptanoids","","","",""
"M541T392_POS","Vestitol-(6->3)-7,2'-dihydroxy-4'-methoxyflav-2-ene","HXDYGXYRNIPKRC-TWYLJJHKNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Pyranoisoflavonoids","Pyranoisoflavonoids","","","",NA
"M542T466_POS","Dimethylaminoethyl reserpilinate dihydrochloride","IUIDQLRVWWELCS-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Tetrazines","Aminotetrazines","Aminotetrazines","","","",NA
"M553T802_POS","(2S,3R,5S,9R)-2,3-dihydroxy-14-(hydroxymethyl)-5,9-dimethyl-14-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}tetracyclo[11.2.1.0¹,¹⁰.0⁴,⁹]hexadecane-5-carboxylic acid"," QUCGBWQRLWOVBR-BBJJSLPGSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M557T299_NEG","Lobetyolinin","GDLSOFWVVAOUJI-FWTOVJONNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides","Fatty acyl glycosides of mono- and disaccharides","","",NA,NA
"M561T786_POS","Basilol","CQHCJXYZMUYPIT-QXSYRSHVNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids","","",NA,NA
"M563T276_NEG","Kanamycin A 3'-phosphate","COLNVLDHVKWLRT-QMMMGPOBSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Phenylalanine and derivatives","",NA
"M563T276_NEG","Kanamycin A 3'-phosphate","COLNVLDHVKWLRT-QMMMGPOBSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Phenylalanine and derivatives",NA,NA
"M563T276_NEG","Kanamycin A 3'-phosphate","COLNVLDHVKWLRT-QMMMGPOBSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Phenylalanine and derivatives","",NA
"M564T276_NEG","Micacocidin(-)-Micacocidin","GGWOUCUSNYVHOC-XKVXBRDBNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","",NA,NA
"M565T286_NEG","3,4-Diketo-2',3'-dihydroxy-2-nor-beta-carotene","ARWSMLJBTDZOCF-KNZSRCDBNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids","","","",NA
"M565T410_NEG","Uridine diphosphate glucose","HSCJRCZFDFQWRP-JZMIEXBBSA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine nucleotide sugars","Pyrimidine nucleotide sugars","","","",NA
"M565T802_POS","3,4-Didehydro-2'-hydroxy-beta,beta-caroten-2-one","MEGJFBMZAFAOIJ-RIRRTMASNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Tetraterpenoids","Carotenoids","Xanthophylls","","",""
"M567T379_POS","Iryantherin E","SZMFBSFODIJZSV-ONEGZZNKNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids","5-O-methylated flavonoids","","","",NA
"M567T456_2_POS","Antibiotic X 14889D","HTVYQCLJTJPTPF-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesterterpenoids","Sesterterpenoids","","","",NA
"M570T414_POS","Janthitrem C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M572T463_POS","23-O-beta-D-Glucopyranosyl-20-isoveratramine","AYOMVZRFSHNOFY-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Fluorenes","","Fluorenes","","","",NA
"M573T398_POS","KadsurarinKadsurarin II","DHEFJFKRWXSOLG-GXDHUFHONA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Tannins","Hydrolyzable tannins","Hydrolyzable tannins","","",NA,NA
"M573T443_POS","6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2b'' aglycone","LXKLUWFIBVXFGX-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Styrenes","Styrenes","","","",""
"M578T395_NEG","Lonijaposide A","KAHJSQLAOFTJLF-FPZZPKIRNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Saccharolipids","","Saccharolipids","","","",""
"M578T831_POS","tomatidine galactoside","JDRMNHOIHYWSFN-JFUMCEBXSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins","","","",NA
"M579T121_NEG","Acanthoside BEleutheroside E1(+)-Syringaresinol 4'-O-beta-glucopyranoside(+)-Syringaresinol O-beta-D-glucoside(+)-Syringaresinol-4-O-beta-D-glucopyranoside","WEKCEGQSIIQPAQ-YEIDTUEENA-N","Completed","Organic compounds","Lignans, neolignans and related compounds","Lignan glycosides","","Lignan glycosides","","","",NA
"M581T65_NEG","2,3-Dihydroxyechinenone(2,3-trans)-2,3-Dihydroxy-beta,beta-caroten-4-one","ATZSDDALXBKOQD-OAFLIELJNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Tetraterpenoids","Carotenoids","Xanthophylls","","",NA
"M582T742_POS","4'-Deoxycirramycin A1Antibiotic 67-694Antibiotic M 4365A2Antibiotic T 1124CJuvenimicin A3M 4365A2NSC 175150RosamicinRosaramicinSch 14947","IUPCWCLVECYZRV-ZRDIBKRKNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminosaccharides","Aminoglycosides","","",NA
"M589T831_POS","(E)-Betulin-3-p-coumarate3-O-(E)-p-Coumaroylbetulin3-(E)-p-Coumaroylbetulin","FKTQBZHKUPHHSC-JLKNNSKRNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids","","",NA,NA
"M590T462_POS","O-12'-Methyl-alpha-ergokryptine","IBKONBFVCDMGDA-TZWMYICKNA-N","Completed","Organic compounds","Alkaloids and derivatives","Ergoline and derivatives","Lysergic acids and derivatives","Ergopeptines","","","",NA
"M591T358_NEG","Moreollic acid","YWPUDSYPVZVGNW-IDOISQTKNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Dibenzopyrans","Xanthenes","Xanthones","Pyranoxanthones",NA
"M592T66_NEG","Rhizoxin D","BDCIVUTULLELHY-CBXMWUDYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Terpene lactones","","","",NA
"M593T384_POS","Agavoside A","NVCUAFIUMZCPGV-HCGSYDDWNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins","","","",""
"M601T816_POS","3'-N-Acetyl-4'-O-(14-methylheptadecanoyl)fusarochromanone","NQLASHIWANSPGZ-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","2,2-dimethyl-1-benzopyrans","","","",""
"M605T760_POS","Cauloside A(+)-Cauloside AHederagenin 3-O-alpha-L-arabinopyranosideHederagenin 3-O-arabinosideLeontoside A","QUBNLZCADIYAFW-QQTXJTAONA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids","","","",""
"M606T166_NEG","Geodiamolide J","FQAPXMRHZCQORT-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Peptidomimetics","Depsipeptides","Cyclic depsipeptides","","",NA,NA
"M607T890_POS","Methyl pheophorbide a","IWKYEJKHXKRZIJ-PIEZJCHHNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Tetrapyrroles and derivatives","Chlorins","Chlorins","","","",NA
"M608T331_POS","Maytoline","CYZIYICOTBDCKH-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Pentacarboxylic acids and derivatives","Pentacarboxylic acids and derivatives","","",NA,NA
"M609T766_POS","Ulmicin A","SFWXTEAVJISKCL-PBVAVEHVNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids","","","",NA
"M611T479_2_POS","Karavoate K","VDZGTDUEYLQIJL-UUDKRSAZSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Cucurbitacins","Cucurbitacins","","","",NA
"M615T326_POS","4',4'-dihydroxyadonixanthin","FXGRLMRSIUVXCI-UWFIBFSHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Tetraterpenoids","Carotenoids","Xanthophylls","",NA,NA
"M619T777_POS","Spiranthesol","HXPPUWDAQKHJLL-UHFFFAOYSA-N","Completed","Organic compounds","Lignans, neolignans and related compounds","","","Lignans, neolignans and related compounds","","","",NA
"M619T801_POS","Latoxanthin(3S,3'S,5R,5'R,6R,6'S)-5,6-Epoxy-5,5',6,6'-tetrahydro-3,3',5',6'-tetrahydroxy-beta,beta-carotene","IHFACKVTKFGBBA-YFUVOBOANA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Tetraterpenoids","Carotenoids","Xanthophylls","","",NA
"M621T740_POS","3-O-(beta-D-Glucopyranosyl)-soyasapogenol B","SOMDRJIVEKIXDG-NHCWYZLENA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins","","",NA
"M621T95_NEG","(20S)-ginsenoside Rh2","CKUVNOCSBYYHIS-IRFFNABBSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids","","",NA,NA
"M623T427_NEG","Frajunolide K","KRSRSVXCOOXXNY-KKDVFPBWNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Diterpene lactones","","","",""
"M634T428_NEG","Aflatoxin B1exo-8,9-epoxide-GSH","SXINVWXSZUQKSW-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Phthalic acid and derivatives","Phthalate esters","p-Phthalate esters","",NA
"M635T503_NEG","Linoside B","SHCSQYSECQXBOS-RUDHIADONA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid C-glycosides","","","",NA
"M636T341_NEG","Pelargonidin 3-(6''-acetylglucoside)-5-glucoside","MJVQNNAMTLJZPX-SFYWUSEQNA-O","Not Found","","","","","","","","",""
"M638T433_NEG","Rosinin","ILGWGUVHTRBYJV-SFYWUSEQNA-O","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Phenolic glycosides","","",NA
"M641T504_2_NEG","Hydnowightin","KMYJDVOGPCWOTR-IFRROFPPNA-N","Completed","Organic compounds","Lignans, neolignans and related compounds","Flavonolignans","","Flavonolignans","","","",""
"M643T444_POS","brassinolide-23-O-glucoside","ZGXCUMDOLQMEFX-GFSZBVRDSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid lactones","Brassinolides and derivatives","","","",NA
"M650T66_NEG","1-[18-hydroxyoeoyl]-2-[18-hydroxy-linoleoyl]-sn-glycerol","RCALBBVHQNUWNO-OSFDYRCISA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives","","","",""
"M652T899_POS","Scutianine F","ASIGVDLTBLZXNC-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organic oxoanionic compounds","Organic nitrates","Alkyl nitrates","","","",NA
"M658T756_POS","Neofolitispate 3","DUDPOWWATBYITC-QHERETLENA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Fatty acid methyl esters","","",NA,NA
"M659T542_POS","Bugbanoside E","UDOJTOJMVPPABO-DQLODTMXNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Cycloartanols and derivatives","Cycloartanols and derivatives","","","",NA
"M661T718_POS","Accedinine","NZQQNPWOZBAVEC-WGIBKUGSNA-N","Completed","Organic compounds","Alkaloids and derivatives","Macroline alkaloids","","Macroline alkaloids","","","",""
"M664T391_NEG","Oleracein C","FDKIQKZQSBQELL-DBIVONCISA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Phenolic glycosides","",NA,NA
"M665T458_NEG","lychnose","BNOGJEJAYILSFT-XNSRJBNMSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides","","","",NA
"M666T337_NEG","Peonidin acetyl 3,5-diglucoside","KOJLDSZARRTMAS-QUFQUMMLNA-O","Not Found","","","","","","","","",""
"M669T739_POS","Garciyunnanin B","WDKKQHYVIAHOGB-QUYSQOHQSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Dibenzopyrans","Xanthenes","Xanthones","",NA
"M670T400_NEG","TAN 1120","IYMKZHJAGBHDOV-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Anthracyclines","","Anthracyclines","","","",NA
"M670T739_POS","Pseudodestruxin B","CNPDLOWQKDIMOD-BJHGHFSQNA-N","Completed","Organic compounds","Organic acids and derivatives","Peptidomimetics","Depsipeptides","Cyclic depsipeptides","","",NA,NA
"M676T514_NEG","Myricyl palmitate","KMEHEQFDWWYZIO-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Wax esters","Wax monoesters","","",""
"M684T489_POS","Nodulisporic acid C1","MCGZCRGDIAILMI-DAAREIOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthofurans","","Naphthofurans","","","",""
"M685T389_NEG","Isonuezhenide","BXFDSXRULGPMLO-OOROXEKTNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Saccharolipids","","Saccharolipids","","",NA,NA
"M686T838_POS","Ahpatinin CNSC 272671Pepsin inhibitor S 735APepstatinPepstatin AProcidin S 735A","FAXGPCHRFPCXOO-SMFWGKLXNA-N","Completed","Organic compounds","Organic acids and derivatives","Peptidomimetics","Hybrid peptides","Hybrid peptides","","",NA,NA
"M687T514_2_NEG","CE 33DHatomarubigin D","AASPEXAITKEFPE-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Angucyclines","","Angucyclines","","","",NA
"M693T901_POS","Eryloside S","GINBFIKPQCMDIA-RDBWTYIBNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids","","",NA,NA
"M698T65_NEG","Pepstatin B","QTNFTTFYVXJGEA-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","","","",""
"M711T458_NEG","Gentiopicroside"," DUAGQYUORDTXOR-UHFFFAOYNA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M711T458_NEG","Gentiopicroside"," ZBLWKSUMHLVXAM-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M713T96_NEG","AS 1-3","HOMYIYLRRDTKAA-XRJMOXAESA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Sphingolipids","Glycosphingolipids","Glycosphingolipids","","","",NA
"M715T113_NEG","L-alpha-Phosphatidylethanolamine (Soy)","HBZNVZIRJWODIB-NHCUFCNUSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","Phosphatidylethanolamines","","","",NA
"M717T67_NEG","Argentinic acid F","YSHYULKXCNYPOT-ZYQPNPPPNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids","","","",NA
"M718T410_POS","Erythromycin B","SJWKGDGUQTWDRV-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Fatty acid esters","","","",NA
"M721T514_NEG","Formononetin 7-O-(2'',6''-di-O-(E-p-coumaroyl)glucoside)7-Hydroxy-4'-methoxyisoflavone 7-O-(2'',6'-di-O-E-p-coumaroyl)-glucoside","GSUCRXNVNQIYKV-CZJQLYNQNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Isoflavonoid O-glycosides","Isoflavonoid O-glycosides","","","",NA
"M723T220_NEG","Leupyrrin C","XLXHKRNRAZZHCX-ITZKEPMANA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Macrolides and analogues","","Macrolides and analogues","","","",NA
"M726T145_NEG","Antrimycin B","IJJBWCDJBSWQCR-CJLVFECKNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides","","",NA
"M72T399_NEG","Iminoglycine","FBSIZVUGUWJEEP-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","N-phenylureas","N-phenylureas","","",NA,NA
"M731T707_POS","(3R,2'S)-Myxol 2'-alpha-L-fucoside","FLTRYCUWSKFHSS-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzamides","","",NA,NA
"M73T938_POS","Calcium sulfide","GIOXJWTXELYBSD-KRWDZBQOSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Isoquinolines and derivatives","Benzylisoquinolines","Benzylisoquinolines","","",NA,NA
"M741T164_NEG","Mycolactone","UBOGEXSQACVGEC-UHFFFAOYSA-K","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","","Benzene and substituted derivatives","","","",NA
"M741T69_NEG","Argimicin A","AJXRMWZKJMAIRX-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","","","",NA
"M742T70_NEG","Nocardichelin A","DRENPLQXPKBWFG-LKSBBMKRNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","",NA,NA
"M747T71_NEG","1-oleoyl-2-palmitoyl-phosphatidylglycerol","GTCKEWVHTGGUSN-HGWHEPCSSA-M","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols","Phosphatidylglycerols","","","",NA
"M74T423_NEG","Glycine","YMTINGFKWWXKFG-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzophenones","Benzophenones","","","",NA
"M74T458_1_NEG","Arsenic","SJEYSFABYSGQBG-UHFFFAOYSA-M","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Diphenylmethanes","Diphenylmethanes","","","",NA
"M74T930_POS","Diethylamine","HPNMFZURTQLUMO-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Secondary amines","Dialkylamines","","",NA
"M750T96_NEG","1-18:2-2-16:2-monogalactosyldiacylglycerol","DJVQAKQVQXIHEL-UILGYWMGSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerolipids","Glycosylglycerols","Glycosyldiradylglycerols","Glycosyldiacylglycerols","1,2-diacyl-3-O-beta-D-galactosyl-sn-glycerols",NA,NA
"M755T387_POS","Turrillianoside","GLANCWZQIQVJID-XDKLTXQNNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins","","","",NA
"M759T730_POS","1-palmitoyl-2-linoleoyl-phosphatidylcholine","JLPULHDHAOZNQI-ZTIMHPMXSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphatidylcholines","","","",NA
"M75T140_NEG","Glycolic acid","AEMRFAOFKBGASW-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Hydroxy acids and derivatives","Alpha hydroxy acids and derivatives","Alpha hydroxy acids and derivatives","","","",NA
"M75T140_NEG","Glycolic acid","AEMRFAOFKBGASW-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Hydroxy acids and derivatives","Alpha hydroxy acids and derivatives","Alpha hydroxy acids and derivatives","","","",NA
"M75T932_POS","Tetramethylammonium","JXXUMCIVRUWCTN-UHFFFAOYSA-N","Completed","","","","","","","","",NA
"M767T389_NEG","2'-O-Apiosylphyllocactin","DHLKWTYFRQQWEW-FPEQPRHNNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Pentacarboxylic acids and derivatives","Pentacarboxylic acids and derivatives","","",NA,NA
"M773T523_NEG","Catechin 5-O-(2-feruloyl-6-p-coumaroyl-beta-D-glucopyranoside)","DFZHDDNFAQXALN-QWEQKNAVNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Flavonoid 5-O-p-coumaroyl glycosides","",NA,NA
"M785T522_2_NEG","Estradiol mustard","XSYWWDNCOHKBLL-OAHLLOKOSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzothiazines","","Benzothiazines","","","",NA
"M786T224_NEG","Nogalamycin","PXNNZLRZPULPTM-VIFPVBQESA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Halobenzoic acids and derivatives","3-halobenzoic acids and derivatives","","",""
"M786T477_POS","Leucomycin A8","FDSGXEOIPBWJIH-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Phenylacetamides","Phenylacetamides","","",NA,NA
"M786T523_NEG","Peonidin 3-gentiotrioside","GIPOLQTYBBGBER-HUHRTAAGNA-O","Not Found","","","","","","","","",NA
"M789T428_NEG","5-Methyl-5,6,7,8-tetrahydromethanopterin","GJCOSYZMQJWQCA-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Dibenzopyrans","Xanthenes","","",NA
"M78T458_1_NEG","bromide","CPELXLSAUQHCOX-UHFFFAOYSA-M","Completed","Inorganic compounds","Homogeneous non-metal compounds","Halogen organides","Halogen hydrides","Halogen hydrides","","",NA,NA
"M798T239_NEG","Majusimine B","LVPVDAUVYZESNO-JKAPJOBLNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Hexacarboxylic acids and derivatives","Hexacarboxylic acids and derivatives","","","",""
"M799T458_NEG","Tricin 7-rutinoside-4'-glucoside","DTHALOCPATWECM-XQGOJNRXNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Flavonoid-7-O-glycosides","",NA,NA
"M799T514_2_NEG","Lamiuside B","ZESLEBMVQBSQNZ-KXSNJOQINA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides","","","",NA
"M79T93_NEG","Zinc oxide","MPNHIJFFGKXDNJ-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzonitriles","Benzonitriles","","","",""
"M805T118_NEG","Tulathromycin A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M805T174_NEG","Muracein B","JJLNIKUTLBJNSR-CASKHVRINA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides","","",NA
"M813T174_NEG","(2S,3R,4R,5R,6S)-2-[(2R,3S,4R,5R,6R)-4,5-dihydroxy-2-(hydroxymethyl)-6-[[7-[2-hydroxy-1-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyethyl]-1,1,4a,7-tetramethyl-3,4,4b,5,6,8,10,10a-octahydro-2H-phenanthren-2-yl]oxy]oxan-3-yl]oxy-6-methyloxane-3,4,5-triol"," IYTSQVVPSDQONH-BINIWEQPSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M817T514_2_NEG","Tabularisin B","QTCZMZUMCQYMIT-JVLHMFGGNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Limonoids","","","",""
"M81T157_NEG","Phosphonic acid","FJLUATLTXUNBOT-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Primary amines","Monoalkylamines","",NA,NA
"M81T66_NEG","Sulfurous acid","LSNNMFCWUKXFEE-UHFFFAOYSA-N","Completed","Inorganic compounds","Homogeneous non-metal compounds","Non-metal oxoanionic compounds","Non-metal sulfites","Non-metal sulfites","","","",""
"M826T428_NEG","Deshydroxy-C-1027 chromophore","UZMVSVHUTOAPTD-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Azepanes","","Azepanes","","","",NA
"M829T478_NEG","Scroside A","QCWRXFOYRDQGNB-VCFWCYBSNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides","","","",""
"M835T571_POS","Quadranoside IX","KTOMTVREHDYENB-RXRMLSIQNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins","","",""
